0;128;10;2;4.4;20190821-1-19-1
0;157;0;2;5.933;20190821-1-19-1
0;165;0;2;6.0;20190821-1-19-1
0;170;0;2;6.067;20190821-1-19-1
0;176;0;2;6.133;20190821-1-19-1
0;181;0;2;6.2;20190821-1-19-1
0;186;0;2;6.267;20190821-1-19-1
0;188;0;2;6.333;20190821-1-19-1
0;191;0;2;6.4;20190821-1-19-1
0;195;0;2;6.467;20190821-1-19-1
0;202;0;2;6.533;20190821-1-19-1
0;205;0;2;6.6;20190821-1-19-1
0;208;0;2;6.667;20190821-1-19-1
0;209;0;2;6.733;20190821-1-19-1
0;209;0;2;6.8;20190821-1-19-1
0;210;0;2;6.867;20190821-1-19-1
0;211;0;2;6.933;20190821-1-19-1
0;212;0;2;7.0;20190821-1-19-1
0;213;0;2;7.067;20190821-1-19-1
0;215;0;2;7.133;20190821-1-19-1
0;220;0;2;7.2;20190821-1-19-1
0;232;0;2;7.267;20190821-1-19-1
0;240;0;2;7.333;20190821-1-19-1
0;249;0;2;7.4;20190821-1-19-1
0;261;0;2;7.467;20190821-1-19-1
0;272;0;2;7.533;20190821-1-19-1
0;287;0;2;7.6;20190821-1-19-1
0;301;0;2;7.667;20190821-1-19-1
0;310;0;2;7.733;20190821-1-19-1
0;313;0;2;7.8;20190821-1-19-1
0;321;0;2;7.867;20190821-1-19-1
0;338;0;2;7.933;20190821-1-19-1
0;352;0;2;8.0;20190821-1-19-1
0;354;0;2;8.067;20190821-1-19-1
0;363;0;2;8.133;20190821-1-19-1
0;365;0;2;8.2;20190821-1-19-1
0;368;0;2;8.267;20190821-1-19-1
0;382;11;2;8.333;20190821-1-19-1
0;385;12;2;8.4;20190821-1-19-1
0;388;12;2;8.467;20190821-1-19-1
0;397;46;2;8.533;20190821-1-19-1
0;403;62;2;8.6;20190821-1-19-1
0;406;63;2;8.667;20190821-1-19-1
0;409;64;2;8.733;20190821-1-19-1
0;407;85;2;8.8;20190821-1-19-1
0;410;96;2;8.867;20190821-1-19-1
0;411;105;2;8.933;20190821-1-19-1
0;419;109;2;9.0;20190821-1-19-1
0;426;112;2;9.067;20190821-1-19-1
0;430;114;2;9.133;20190821-1-19-1
0;421;123;2;9.2;20190821-1-19-1
0;424;125;2;9.267;20190821-1-19-1
0;426;127;2;9.333;20190821-1-19-1
0;429;129;2;9.4;20190821-1-19-1
0;431;130;2;9.467;20190821-1-19-1
0;433;132;2;9.533;20190821-1-19-1
0;436;134;2;9.6;20190821-1-19-1
0;438;135;2;9.667;20190821-1-19-1
0;441;137;2;9.733;20190821-1-19-1
0;443;139;2;9.8;20190821-1-19-1
0;446;141;2;9.867;20190821-1-19-1
0;448;142;2;9.933;20190821-1-19-1
0;450;144;2;10.0;20190821-1-19-1
0;453;146;2;10.067;20190821-1-19-1
0;455;147;2;10.133;20190821-1-19-1
0;458;149;2;10.2;20190821-1-19-1
0;460;151;2;10.267;20190821-1-19-1
0;462;153;2;10.333;20190821-1-19-1
0;465;154;2;10.4;20190821-1-19-1
0;467;156;2;10.467;20190821-1-19-1
0;470;158;2;10.533;20190821-1-19-1
0;472;160;2;10.6;20190821-1-19-1
0;474;161;2;10.667;20190821-1-19-1
0;477;163;2;10.733;20190821-1-19-1
